filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
7530.txt, 19, 9.5,9.5,6.33333333333,1.5,2.0,1.5,0.333333333333,0.5,1.0,0.5,0.0,0.0,0.0,0.0
34361.txt, 11, 11.0,11.0,5.5,2.0,3.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5
22311.txt, 136, 12.3636363636,11.3333333333,8.0,1.54545454545,1.58333333333,1.41666666667,0.176470588235,0.25,1.09090909091,0.25,0.166666666667,0.117647058824,1.83333333333,1.29411764706
8867.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
23763.txt, 341, 16.2380952381,14.8260869565,9.47222222222,1.71428571429,2.13043478261,1.5652173913,0.361111111111,0.565217391304,1.09523809524,0.304347826087,0.608695652174,0.388888888889,1.47826086957,0.944444444444
15554.txt, 12, 12.0,12.0,6.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8877.txt, 25, 25.0,12.5,12.5,2.0,2.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.5
30760.txt, 10, 10.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
22279.txt, 113, 16.1428571429,14.125,12.5555555556,1.28571428571,1.25,1.125,0.0,0.0,1.14285714286,0.0,0.125,0.111111111111,1.375,1.22222222222
10479.txt, 17, 17.0,17.0,8.5,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0
33269.txt, 39, 13.0,13.0,9.75,1.33333333333,1.0,1.33333333333,0.0,0.0,1.0,0.0,0.333333333333,0.25,1.33333333333,1.0
13713.txt, 483, 18.5769230769,14.2058823529,8.3275862069,2.23076923077,2.29411764706,1.70588235294,0.396551724138,0.676470588235,1.30769230769,0.529411764706,0.294117647059,0.172413793103,1.38235294118,0.810344827586
22562.txt, 73, 9.125,9.125,9.125,1.0,1.125,1.0,0.0,0.0,1.0,0.0,0.375,0.375,0.5,0.5
48235.txt, 50, 12.5,12.5,8.33333333333,1.5,2.0,1.5,0.333333333333,0.5,1.0,0.5,0.0,0.0,2.25,1.5
33311.txt, 240, 20.0,20.0,14.1176470588,1.41666666667,2.16666666667,1.41666666667,0.235294117647,0.333333333333,1.0,0.333333333333,0.75,0.529411764706,2.0,1.41176470588
34357.txt, 12, 12.0,12.0,6.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
3742.txt, 36, 5.14285714286,9.0,9.0,0.571428571429,1.25,1.0,0.25,0.25,0.571428571429,0.0,0.0,0.0,0.5,0.5
12209.txt, 23, 23.0,23.0,11.5,2.0,3.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0
21618.txt, 153, 19.125,19.125,10.2,1.875,3.5,1.875,0.333333333333,0.625,1.0,0.25,0.25,0.133333333333,2.125,1.13333333333
33279.txt, 11, 11.0,5.5,5.5,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
26726.txt, 92, 23.0,23.0,8.36363636364,2.75,3.5,2.75,0.181818181818,0.5,1.0,0.25,0.5,0.181818181818,2.25,0.818181818182
25371.txt, 22, 22.0,22.0,11.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5
21125.txt, 9, 9.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
27469.txt, 13, 6.5,6.5,6.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5
19483.txt, 33, 16.5,16.5,16.5,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,2.0,2.0
3117.txt, 175, 14.5833333333,11.6666666667,7.60869565217,1.91666666667,1.73333333333,1.53333333333,0.347826086957,0.533333333333,1.25,0.666666666667,0.133333333333,0.0869565217391,1.2,0.782608695652
848.txt, 623, 22.25,18.3235294118,8.09090909091,2.75,2.85294117647,2.26470588235,0.441558441558,1.0,1.21428571429,0.588235294118,0.529411764706,0.233766233766,1.82352941176,0.805194805195
46866.txt, 4, 4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29917.txt, 39, 9.75,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
38785.txt, 5, 5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12652.txt, 19, 6.33333333333,6.33333333333,6.33333333333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.666666666667,0.666666666667
22129.txt, 248, 27.5555555556,15.5,14.5882352941,1.88888888889,1.4375,1.0625,0.235294117647,0.25,1.77777777778,0.1875,0.5,0.470588235294,2.1875,2.05882352941
45285.txt, 32, 32.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
16416.txt, 15, 7.5,15.0,7.5,1.0,1.0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,4.0,2.0
17064.txt, 18, 18.0,18.0,18.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0
4472.txt, 555, 17.9032258065,13.875,8.04347826087,2.22580645161,2.575,1.725,0.391304347826,0.675,1.29032258065,0.55,0.225,0.130434782609,1.6,0.927536231884
17621.txt, 18, 18.0,18.0,6.0,3.0,3.0,3.0,0.666666666667,2.0,1.0,1.0,0.0,0.0,3.0,1.0
20885.txt, 23, 11.5,7.66666666667,11.5,1.0,1.0,0.666666666667,0.0,0.0,1.5,0.0,0.333333333333,0.5,1.33333333333,2.0
36651.txt, 64, 10.6666666667,12.8,8.0,1.33333333333,1.6,1.6,0.5,0.8,0.833333333333,0.4,0.4,0.25,1.6,1.0
24230.txt, 7, 7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10677.txt, 451, 16.7037037037,14.09375,8.05357142857,2.07407407407,2.09375,1.75,0.321428571429,0.5625,1.18518518519,0.4375,0.25,0.142857142857,1.625,0.928571428571
7670.txt, 126, 12.6,12.6,5.25,2.4,2.7,2.4,0.5,1.2,1.0,0.7,0.0,0.0,1.7,0.708333333333
168.txt, 54, 7.71428571429,7.71428571429,6.75,1.14285714286,1.42857142857,1.14285714286,0.125,0.142857142857,1.0,0.142857142857,0.142857142857,0.125,0.285714285714,0.25
38644.txt, 214, 21.4,19.4545454545,8.91666666667,2.4,2.90909090909,2.18181818182,0.541666666667,1.18181818182,1.1,0.636363636364,0.363636363636,0.166666666667,2.54545454545,1.16666666667
8217.txt, 6, 6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12783.txt, 7, 7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
18256.txt, 28, 28.0,28.0,14.0,2.0,3.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,6.0,3.0
5784.txt, 10, 10.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6596.txt, 161, 17.8888888889,17.8888888889,11.5,1.55555555556,2.88888888889,1.55555555556,0.357142857143,0.555555555556,1.0,0.444444444444,0.333333333333,0.214285714286,1.44444444444,0.928571428571
999.txt, 150, 50.0,12.5,7.14285714286,7.0,2.0,1.75,0.285714285714,0.5,4.0,0.5,0.0,0.0,0.75,0.428571428571
45344.txt, 198, 11.0,10.4210526316,7.33333333333,1.5,1.57894736842,1.42105263158,0.259259259259,0.368421052632,1.05555555556,0.421052631579,0.105263157895,0.0740740740741,0.789473684211,0.555555555556
39463.txt, 21, 7.0,7.0,10.5,0.666666666667,1.0,0.666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.33333333333,2.0
15819.txt, 27, 13.5,13.5,6.75,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,0.25,1.0,0.5
19061.txt, 81, 16.2,27.0,16.2,1.0,3.33333333333,1.66666666667,0.6,1.0,0.6,0.666666666667,1.33333333333,0.8,4.33333333333,2.6
48092.txt, 48, 48.0,16.0,8.0,6.0,2.66666666667,2.0,0.5,1.0,3.0,1.0,0.0,0.0,1.66666666667,0.833333333333
28210.txt, 146, 14.6,14.6,11.2307692308,1.3,2.2,1.3,0.230769230769,0.3,1.0,0.2,0.4,0.307692307692,1.9,1.46153846154
18403.txt, 217, 13.5625,13.5625,8.34615384615,1.625,2.125,1.625,0.346153846154,0.5625,1.0,0.4375,0.0625,0.0384615384615,1.1875,0.730769230769
8442.txt, 11, 11.0,11.0,5.5,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
19890.txt, 181, 22.625,18.1,8.61904761905,2.625,2.6,2.1,0.52380952381,1.1,1.25,0.8,0.5,0.238095238095,2.0,0.952380952381
2976.txt, 276, 19.7142857143,19.7142857143,12.5454545455,1.57142857143,2.21428571429,1.57142857143,0.363636363636,0.571428571429,1.0,0.5,0.785714285714,0.5,2.57142857143,1.63636363636
11853.txt, 709, 22.15625,21.4848484848,14.18,1.5625,2.30303030303,1.51515151515,0.36,0.545454545455,1.03125,0.484848484848,0.909090909091,0.6,2.48484848485,1.64
37084.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
23830.txt, 202, 13.4666666667,12.625,7.76923076923,1.73333333333,2.3125,1.625,0.346153846154,0.5625,1.06666666667,0.5,0.375,0.230769230769,1.125,0.692307692308
23958.txt, 11, 11.0,11.0,5.5,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,2.0,1.0
18765.txt, 171, 14.25,13.1538461538,13.1538461538,1.08333333333,1.46153846154,1.0,0.153846153846,0.153846153846,1.08333333333,0.153846153846,0.230769230769,0.230769230769,1.84615384615,1.84615384615
46465.txt, 8, 8.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
4861.txt, 11, 11.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30697.txt, 13, 13.0,13.0,6.5,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
39028.txt, 224, 20.3636363636,14.9333333333,9.33333333333,2.18181818182,1.86666666667,1.6,0.375,0.6,1.36363636364,0.466666666667,0.333333333333,0.208333333333,2.2,1.375
20496.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
35840.txt, 9, 3.0,4.5,4.5,0.666666666667,1.0,1.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,1.0,1.0
44528.txt, 16, 16.0,16.0,8.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
21815.txt, 40, 20.0,20.0,13.3333333333,1.5,2.0,1.5,0.333333333333,0.5,1.0,0.5,1.0,0.666666666667,2.0,1.33333333333
18048.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
47642.txt, 9, 9.0,9.0,4.5,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
35832.txt, 6, 3.0,6.0,6.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0
14842.txt, 11, 11.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
22294.txt, 156, 26.0,22.2857142857,14.1818181818,1.83333333333,3.0,1.57142857143,0.363636363636,0.571428571429,1.16666666667,0.571428571429,0.142857142857,0.0909090909091,2.85714285714,1.81818181818
7388.txt, 2, 2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29323.txt, 866, 20.619047619,18.4255319149,9.62222222222,2.14285714286,3.04255319149,1.91489361702,0.466666666667,0.893617021277,1.11904761905,0.617021276596,0.446808510638,0.233333333333,1.72340425532,0.9
14852.txt, 15, 15.0,15.0,7.5,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
22284.txt, 77, 8.55555555556,9.625,7.0,1.22222222222,1.625,1.375,0.272727272727,0.375,0.888888888889,0.25,0.125,0.0909090909091,0.5,0.363636363636
42006.txt, 2, 2.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
9561.txt, 104, 9.45454545455,8.66666666667,7.42857142857,1.27272727273,1.25,1.16666666667,0.285714285714,0.333333333333,1.09090909091,0.166666666667,0.0833333333333,0.0714285714286,1.25,1.07142857143
304.txt, 97, 12.125,10.7777777778,8.81818181818,1.375,1.55555555556,1.22222222222,0.181818181818,0.222222222222,1.125,0.222222222222,0.111111111111,0.0909090909091,1.11111111111,0.909090909091
16877.txt, 1, 1.0,1.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0
6836.txt, 3, 3.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
26695.txt, 440, 13.3333333333,11.0,8.62745098039,1.54545454545,1.775,1.275,0.235294117647,0.3,1.21212121212,0.3,0.325,0.254901960784,1.275,1.0
18717.txt, 46, 23.0,46.0,11.5,2.0,6.0,4.0,0.75,3.0,0.5,1.0,0.0,0.0,6.0,1.5
43349.txt, 3, 3.0,3.0,0,0.0,2.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0
16867.txt, 14, 14.0,14.0,7.0,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
36484.txt, 544, 20.1481481481,17.5483870968,10.88,1.85185185185,2.35483870968,1.61290322581,0.42,0.677419354839,1.14814814815,0.58064516129,0.58064516129,0.36,1.61290322581,1.0
11959.txt, 17, 8.5,8.5,5.66666666667,1.5,2.0,1.5,0.333333333333,0.5,1.0,0.5,0.0,0.0,0.5,0.333333333333
48188.txt, 101, 12.625,12.625,10.1,1.25,1.25,1.25,0.2,0.25,1.0,0.25,0.0,0.0,1.875,1.5
25689.txt, 194, 27.7142857143,17.6363636364,12.125,2.28571428571,2.81818181818,1.45454545455,0.5,0.727272727273,1.57142857143,0.545454545455,0.272727272727,0.1875,1.72727272727,1.1875
48198.txt, 66, 13.2,11.0,9.42857142857,1.4,2.0,1.16666666667,0.142857142857,0.166666666667,1.2,0.166666666667,0.166666666667,0.142857142857,0.833333333333,0.714285714286
27808.txt, 66, 13.2,11.0,11.0,1.2,2.5,1.0,0.0,0.0,1.2,0.0,0.333333333333,0.333333333333,0.833333333333,0.833333333333
13383.txt, 23, 23.0,23.0,5.75,4.0,4.0,4.0,0.75,3.0,1.0,1.0,2.0,0.5,4.0,1.0
47556.txt, 17, 17.0,17.0,17.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
41983.txt, 4, 4.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
43712.txt, 11, 11.0,11.0,11.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
18234.txt, 106, 17.6666666667,17.6666666667,11.7777777778,1.5,1.83333333333,1.5,0.444444444444,0.666666666667,1.0,0.666666666667,0.833333333333,0.555555555556,2.83333333333,1.88888888889
17926.txt, 17, 17.0,17.0,17.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0
45326.txt, 56, 56.0,56.0,8.0,7.0,10.0,7.0,0.857142857143,6.0,1.0,1.0,2.0,0.285714285714,6.0,0.857142857143
42360.txt, 6, 6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
5883.txt, 26, 13.0,13.0,8.66666666667,1.5,2.5,1.5,0.333333333333,0.5,1.0,0.5,0.0,0.0,0.5,0.333333333333
30207.txt, 608, 16.4324324324,14.4761904762,8.0,2.05405405405,2.14285714286,1.80952380952,0.394736842105,0.714285714286,1.13513513514,0.5,0.595238095238,0.328947368421,1.35714285714,0.75
19923.txt, 1, 1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5893.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
16221.txt, 42, 14.0,14.0,6.0,2.33333333333,2.33333333333,2.33333333333,0.428571428571,1.0,1.0,1.0,0.666666666667,0.285714285714,2.33333333333,1.0
20016.txt, 4, 4.0,4.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0
43086.txt, 37, 18.5,18.5,9.25,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,2.0,1.0
21464.txt, 111, 22.2,13.875,6.52941176471,3.4,2.75,2.125,0.470588235294,1.0,1.6,0.625,0.5,0.235294117647,1.0,0.470588235294
36623.txt, 100, 25.0,25.0,14.2857142857,1.75,2.0,1.75,0.142857142857,0.25,1.0,0.25,1.75,1.0,2.25,1.28571428571
21359.txt, 10, 10.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
37414.txt, 159, 19.875,19.875,8.83333333333,2.25,3.0,2.25,0.555555555556,1.25,1.0,0.75,0.25,0.111111111111,2.875,1.27777777778
32232.txt, 530, 17.6666666667,14.7222222222,9.13793103448,1.93333333333,2.02777777778,1.61111111111,0.362068965517,0.583333333333,1.2,0.416666666667,0.611111111111,0.379310344828,1.66666666667,1.03448275862
13242.txt, 12, 12.0,12.0,6.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
36066.txt, 20, 10.0,20.0,20.0,0.5,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0
27605.txt, 20, 10.0,10.0,20.0,0.5,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.5,3.0
10138.txt, 15, 7.5,7.5,7.5,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34616.txt, 131, 16.375,14.5555555556,8.73333333333,1.875,1.88888888889,1.66666666667,0.2,0.333333333333,1.125,0.333333333333,0.444444444444,0.266666666667,1.55555555556,0.933333333333
31030.txt, 10, 10.0,10.0,5.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
15666.txt, 14, 14.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
35112.txt, 8, 8.0,8.0,4.0,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
20535.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
46383.txt, 3, 3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45181.txt, 258, 17.2,15.1764705882,8.6,2.0,2.41176470588,1.76470588235,0.433333333333,0.764705882353,1.13333333333,0.647058823529,0.352941176471,0.2,1.76470588235,1.0
13134.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
34408.txt, 71, 8.875,8.875,5.91666666667,1.5,1.875,1.5,0.333333333333,0.5,1.0,0.375,0.0,0.0,0.125,0.0833333333333
15500.txt, 368, 14.1538461538,13.6296296296,9.94594594595,1.42307692308,1.96296296296,1.37037037037,0.216216216216,0.296296296296,1.03846153846,0.296296296296,0.333333333333,0.243243243243,1.37037037037,1.0
47699.txt, 13, 13.0,13.0,6.5,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0
23737.txt, 123, 30.75,15.375,6.15,5.0,2.75,2.5,0.4,1.0,2.0,0.875,0.25,0.1,2.0,0.8
23993.txt, 131, 11.9090909091,10.0769230769,6.89473684211,1.72727272727,1.76923076923,1.46153846154,0.263157894737,0.384615384615,1.18181818182,0.230769230769,0.153846153846,0.105263157895,0.538461538462,0.368421052632
8697.txt, 3, 3.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
47945.txt, 70, 14.0,14.0,10.0,1.4,1.6,1.4,0.285714285714,0.4,1.0,0.4,0.4,0.285714285714,1.4,1.0
10563.txt, 167, 18.5555555556,16.7,7.59090909091,2.44444444444,2.7,2.2,0.454545454545,1.0,1.11111111111,0.8,0.6,0.272727272727,1.4,0.636363636364
3720.txt, 217, 18.0833333333,18.0833333333,7.75,2.33333333333,2.66666666667,2.33333333333,0.357142857143,0.833333333333,1.0,0.333333333333,0.416666666667,0.178571428571,2.25,0.964285714286
48247.txt, 135, 16.875,16.875,6.75,2.5,3.0,2.5,0.65,1.625,1.0,1.0,0.125,0.05,2.125,0.85
36545.txt, 213, 23.6666666667,19.3636363636,10.65,2.22222222222,2.0,1.81818181818,0.35,0.636363636364,1.22222222222,0.636363636364,0.636363636364,0.35,1.63636363636,0.9
15355.txt, 20, 20.0,20.0,5.0,4.0,4.0,4.0,0.75,3.0,1.0,1.0,1.0,0.25,3.0,0.75
21702.txt, 153, 13.9090909091,11.7692307692,13.9090909091,1.0,1.53846153846,0.846153846154,0.0909090909091,0.0769230769231,1.18181818182,0.0769230769231,0.461538461538,0.545454545455,0.769230769231,0.909090909091
26744.txt, 8, 8.0,8.0,4.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,2.0,1.0
30009.txt, 128, 8.53333333333,9.14285714286,6.09523809524,1.4,1.5,1.5,0.0952380952381,0.142857142857,0.933333333333,0.142857142857,0.0,0.0,0.928571428571,0.619047619048
30185.txt, 9, 9.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42766.txt, 12, 12.0,12.0,6.0,2.0,3.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
47140.txt, 10, 10.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
18632.txt, 142, 8.35294117647,14.2,9.46666666667,0.882352941176,1.3,1.5,0.333333333333,0.5,0.588235294118,0.2,0.1,0.0666666666667,1.8,1.2
46532.txt, 8, 8.0,8.0,8.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
23196.txt, 9, 9.0,9.0,4.5,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
6913.txt, 3, 3.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
42776.txt, 14, 14.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
19250.txt, 29, 9.66666666667,7.25,7.25,1.33333333333,1.0,1.0,0.0,0.0,1.33333333333,0.0,0.0,0.0,0.25,0.25
39652.txt, 7, 7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
42133.txt, 367, 16.6818181818,14.1153846154,10.1944444444,1.63636363636,1.96153846154,1.38461538462,0.305555555556,0.423076923077,1.18181818182,0.423076923077,0.423076923077,0.305555555556,1.80769230769,1.30555555556
28664.txt, 142, 15.7777777778,11.8333333333,8.35294117647,1.88888888889,1.75,1.41666666667,0.294117647059,0.416666666667,1.33333333333,0.5,0.0833333333333,0.0588235294118,1.5,1.05882352941
41259.txt, 8, 8.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46367.txt, 138, 12.5454545455,12.5454545455,11.5,1.09090909091,1.63636363636,1.09090909091,0.25,0.272727272727,1.0,0.181818181818,0.0,0.0,1.54545454545,1.41666666667
37786.txt, 10, 10.0,10.0,10.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26914.txt, 67, 11.1666666667,9.57142857143,6.7,1.66666666667,1.85714285714,1.42857142857,0.2,0.285714285714,1.16666666667,0.142857142857,0.142857142857,0.1,0.285714285714,0.2
42123.txt, 10, 10.0,10.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0
8036.txt, 4, 4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29991.txt, 13, 6.5,4.33333333333,4.33333333333,1.5,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.333333333333,0.333333333333
35290.txt, 26, 13.0,13.0,8.66666666667,1.5,1.5,1.5,0.333333333333,0.5,1.0,0.5,1.0,0.666666666667,2.0,1.33333333333
25908.txt, 68, 9.71428571429,9.71428571429,6.8,1.42857142857,1.85714285714,1.42857142857,0.3,0.428571428571,1.0,0.428571428571,0.0,0.0,1.0,0.7
27789.txt, 14, 14.0,14.0,7.0,2.0,3.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5
25870.txt, 420, 60.0,38.1818181818,11.6666666667,5.14285714286,3.72727272727,3.27272727273,0.5,1.63636363636,1.57142857143,0.636363636364,1.45454545455,0.444444444444,4.72727272727,1.44444444444
35280.txt, 33, 33.0,0,11.0,3.0,0,0,0.666666666667,0,0.0,0,0,0.0,0,2.33333333333
15682.txt, 23, 11.5,11.5,7.66666666667,1.5,1.5,1.5,0.333333333333,0.5,1.0,0.5,1.0,0.666666666667,2.0,1.33333333333
40260.txt, 116, 19.3333333333,14.5,7.25,2.66666666667,2.25,2.0,0.5,1.0,1.33333333333,0.75,0.0,0.0,2.25,1.125
702.txt, 132, 16.5,16.5,11.0,1.5,2.375,1.5,0.333333333333,0.5,1.0,0.375,0.0,0.0,2.125,1.41666666667
47226.txt, 55, 18.3333333333,27.5,13.75,1.33333333333,2.0,2.0,0.5,1.0,0.666666666667,1.0,2.0,1.0,3.0,1.5
15826.txt, 4, 4.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
5867.txt, 1, 1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46654.txt, 22, 22.0,11.0,7.33333333333,3.0,2.0,1.5,0.333333333333,0.5,2.0,1.0,0.0,0.0,1.5,1.0
22692.txt, 6, 6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
5877.txt, 3, 3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15836.txt, 1, 1.0,1.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0
32493.txt, 27, 13.5,13.5,9.0,1.5,2.5,1.5,0.333333333333,0.5,1.0,0.5,0.0,0.0,0.5,0.333333333333
12715.txt, 16, 16.0,16.0,8.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5
7172.txt, 5, 5.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37449.txt, 1, 1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
16541.txt, 175, 13.4615384615,10.2941176471,8.33333333333,1.61538461538,1.47058823529,1.23529411765,0.190476190476,0.235294117647,1.30769230769,0.294117647059,0.117647058824,0.0952380952381,0.882352941176,0.714285714286
30577.txt, 153, 13.9090909091,13.9090909091,5.88461538462,2.36363636364,3.0,2.36363636364,0.384615384615,0.909090909091,1.0,0.545454545455,0.181818181818,0.0769230769231,0.909090909091,0.384615384615
34733.txt, 33, 33.0,0,33.0,1.0,0,0,0.0,0,0.0,0,0,1.0,0,5.0
16429.txt, 11, 11.0,11.0,11.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
37521.txt, 233, 23.3,25.8888888889,11.0952380952,2.1,3.66666666667,2.33333333333,0.52380952381,1.22222222222,0.9,0.555555555556,0.333333333333,0.142857142857,3.22222222222,1.38095238095
25140.txt, 2, 2.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0
