filename,nwords,cl_av_deps,cl_ndeps_std_dev,acomp_per_cl,advcl_per_cl,agent_per_cl,cc_per_cl,ccomp_per_cl,conj_per_cl,csubj_per_cl,csubjpass_per_cl,dep_per_cl,discourse_per_cl,dobj_per_cl,expl_per_cl,iobj_per_cl,mark_per_cl,ncomp_per_cl,neg_per_cl,nsubj_per_cl,nsubjpass_per_cl,parataxis_per_cl,pcomp_per_cl,prep_per_cl,prepc_per_cl,prt_per_cl,tmod_per_cl,xcomp_per_cl,xsubj_per_cl,advmod_per_cl,aux_per_cl,auxpass_per_cl,modal_per_cl
38523.txt, 55, 2.77777777778,1.03040205506,0.111111111111,0.0,0.0,0.0,0.222222222222,0.111111111111,0.0,0.0,0.0,0.0,0.777777777778,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,0.0,0.0,0.0,0.222222222222,0.111111111111,0.0,0.0,0.111111111111,0.0,0.111111111111,0.222222222222,0.0,0.222222222222
20497.txt, 1, 0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26842.txt, 89, 2.17647058824,1.3388007855,0.0588235294118,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.176470588235,0.0,0.588235294118,0.0,0.0,0.0588235294118,0.0588235294118,0.0,0.647058823529,0.0,0.0,0.0,0.176470588235,0.0,0.0,0.0,0.117647058824,0.0,0.117647058824,0.235294117647,0.0588235294118,0.176470588235
9357.txt, 74, 2.61538461538,1.27330348902,0.0,0.0769230769231,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.0,0.384615384615,0.0769230769231,0.0,0.0769230769231,0.0,0.0769230769231,0.538461538462,0.0,0.0,0.0,0.384615384615,0.0,0.153846153846,0.0,0.230769230769,0.0,0.461538461538,0.384615384615,0.0,0.307692307692
23959.txt, 25, 1.83333333333,0.687184270936,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.166666666667,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.5,0.0,0.166666666667
39714.txt, 74, 2.14285714286,0.515078753638,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.428571428571,0.0,0.928571428571,0.0714285714286,0.0714285714286,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0
3692.txt, 213, 3.68181818182,1.57786863252,0.0909090909091,0.136363636364,0.0,0.0,0.0909090909091,0.181818181818,0.0,0.0,0.0909090909091,0.0,0.318181818182,0.0,0.0,0.0909090909091,0.0,0.227272727273,0.863636363636,0.0454545454545,0.0,0.0,0.863636363636,0.0,0.0,0.0454545454545,0.227272727273,0.0,0.409090909091,0.272727272727,0.0454545454545,0.136363636364
37085.txt, 1, 0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43252.txt, 98, 2.69230769231,1.53846153846,0.230769230769,0.0769230769231,0.0,0.0769230769231,0.0,0.153846153846,0.0,0.0,0.0,0.0,0.615384615385,0.0,0.0,0.0769230769231,0.0769230769231,0.153846153846,0.769230769231,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0769230769231,0.0,0.307692307692,0.692307692308,0.0,0.0
11852.txt, 709, 2.67415730337,1.44389673211,0.0337078651685,0.0449438202247,0.0,0.0,0.0561797752809,0.168539325843,0.0112359550562,0.0,0.0898876404494,0.0,0.415730337079,0.0224719101124,0.0,0.101123595506,0.123595505618,0.0112359550562,0.516853932584,0.0561797752809,0.0112359550562,0.0,0.337078651685,0.0112359550562,0.0112359550562,0.0898876404494,0.179775280899,0.0,0.337078651685,0.213483146067,0.0561797752809,0.101123595506
21134.txt, 8, 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36373.txt, 464, 2.78947368421,1.16584194567,0.0526315789474,0.0701754385965,0.0350877192982,0.0175438596491,0.0701754385965,0.0526315789474,0.0350877192982,0.0175438596491,0.0175438596491,0.0,0.631578947368,0.0,0.0350877192982,0.122807017544,0.0877192982456,0.0,0.684210526316,0.122807017544,0.0,0.0,0.298245614035,0.0,0.0,0.0,0.105263157895,0.0,0.298245614035,0.122807017544,0.140350877193,0.438596491228
22326.txt, 186, 2.48571428571,1.02459549012,0.171428571429,0.0285714285714,0.0,0.0,0.342857142857,0.0,0.0,0.0,0.142857142857,0.0,0.285714285714,0.0,0.0,0.171428571429,0.0,0.0857142857143,0.942857142857,0.0285714285714,0.0,0.0,0.0571428571429,0.0,0.0,0.0,0.0285714285714,0.0,0.2,0.2,0.0285714285714,0.142857142857
47782.txt, 11, 2.33333333333,1.24721912892,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0
3116.txt, 259, 2.97727272727,1.17722007604,0.0454545454545,0.159090909091,0.0,0.0,0.0454545454545,0.0909090909091,0.0,0.0,0.0227272727273,0.0,0.454545454545,0.0,0.0,0.136363636364,0.0681818181818,0.0454545454545,0.772727272727,0.0681818181818,0.0454545454545,0.0,0.340909090909,0.0909090909091,0.136363636364,0.0454545454545,0.0909090909091,0.0,0.272727272727,0.25,0.0681818181818,0.0454545454545
19482.txt, 37, 1.25,0.433012701892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0
24702.txt, 302, 2.20408163265,1.1776765752,0.0204081632653,0.0,0.0,0.0,0.0612244897959,0.0204081632653,0.0,0.0,0.0,0.0,0.551020408163,0.0408163265306,0.0,0.0408163265306,0.0816326530612,0.0408163265306,0.632653061224,0.0204081632653,0.0,0.0,0.367346938776,0.0612244897959,0.0204081632653,0.0,0.122448979592,0.0,0.0816326530612,0.244897959184,0.0204081632653,0.163265306122
27468.txt, 15, 2.33333333333,0.471404520791,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.333333333333
25370.txt, 22, 2.0,0.816496580928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0
10510.txt, 56, 2.66666666667,1.490711985,0.0833333333333,0.0833333333333,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.333333333333,0.0,0.583333333333,0.0833333333333,0.0,0.166666666667,0.0,0.0,0.583333333333,0.0,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0833333333333,0.0,0.0833333333333,0.0833333333333,0.0,0.416666666667
16124.txt, 30, 2.25,0.829156197589,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12208.txt, 16, 2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
